iter	RMSE
543	21.33918759
544	21.32759993
545	21.31401867
546	21.29660683
547	21.27779237
548	21.2661055
549	21.25561002
550	21.25509005
551	21.23892842
552	21.22050194
553	21.21989828
554	21.20050249
555	21.18830036
556	21.17670655
557	21.16279387
558	21.14549108
559	21.1301237
560	21.10502146
561	21.09522474
562	21.0863411
563	21.06447954
564	21.04367044
565	21.01464838
566	21.0087593
567	20.99103646
568	20.98292401
569	20.96001755
570	20.94095973
571	20.92996217
572	20.91305721
573	20.89749592
574	20.88831396
575	20.87923463
576	20.86201696
577	20.84768884
578	20.82309005
579	20.80695051
580	20.79846436
581	20.7740693
582	20.76916378
583	20.75462517
584	20.73694689
585	20.71901245
586	20.70878507
587	20.69866981
588	20.69466929
589	20.68840067
590	20.68319459
591	20.68189323
592	20.67108602
593	20.65709019
594	20.64424583
595	20.61705725
596	20.59335121
597	20.57360889
598	20.56344559
599	20.56093368
600	20.54514894
601	20.53735152
602	20.51901183
603	20.51206694
604	20.49874048
605	20.48610983
606	20.47964652
607	20.46485919
608	20.4522584
609	20.43632402
610	20.42413983
611	20.41539209
612	20.39645504
613	20.39013699
614	20.37756215
615	20.36463008
616	20.35452666
617	20.34388266
618	20.33237623
619	20.32626578
620	20.31812992
621	20.3130005
622	20.30182141
623	20.29171072
624	20.27988703
625	20.268398
626	20.25850525
627	20.25305692
628	20.23748677
629	20.23169518
630	20.22127409
631	20.21669908
632	20.20621411
633	20.19802681
634	20.18359241
635	20.17082118
636	20.16748758
637	20.15911346
638	20.14886942
639	20.14321255
640	20.12435937
641	20.10878462
642	20.10284841
643	20.08833857
644	20.08074321
645	20.06873123
646	20.0447728
647	20.0323451
648	20.02410373
649	20.01450983
650	20.00175323
651	19.98958406
652	19.98186942
653	19.97016657
654	19.96814117
655	19.96272337
656	19.95667408
657	19.94141288
658	19.93821021
659	19.92973664
660	19.92622784
661	19.92007092
662	19.90672102
663	19.89547657
664	19.88572785
665	19.87208879
666	19.86219529
667	19.84661104
668	19.82682142
669	19.82152639
670	19.81268853
671	19.80406257
672	19.79041652
673	19.78032129
674	19.77162023
675	19.75588358
676	19.7325491
677	19.72115547
678	19.70012704
679	19.68928579
680	19.67816167
681	19.67178681
682	19.66372401
683	19.65260914
684	19.64795913
685	19.63500749
686	19.61847702
687	19.60794163
688	19.60065059
689	19.59504375
690	19.57982414
691	19.57587568
692	19.56315882
693	19.54916777
694	19.53399208
695	19.52603015
696	19.51338333
697	19.50144307
698	19.49324143
699	19.48577027
700	19.47464744
701	19.4690237
702	19.45635478
703	19.45192207
704	19.4487102
705	19.43997315
706	19.43341133
707	19.42165517
708	19.4106311
709	19.39306106
710	19.38356403
711	19.37277058
712	19.36560664
713	19.35258054
714	19.34351356
715	19.33782867
716	19.33331996
717	19.33027184
718	19.32295904
719	19.31765417
720	19.3086207
721	19.30643102
722	19.30163291
723	19.28998683
724	19.28113118
725	19.26626986
726	19.2517217
727	19.24497244
728	19.23809729
729	19.23033661
730	19.22043608
731	19.21715569
732	19.21095093
733	19.21033166
734	19.19967831
735	19.19265799
736	19.18359768
737	19.17835674
738	19.16605607
739	19.15721479
740	19.14764214
741	19.14321982
742	19.13878474
743	19.1294893
744	19.11858746
745	19.10823489
746	19.10094191
747	19.08989887
748	19.08950828
749	19.07370204
750	19.05419395
751	19.04521641
752	19.0347235
753	19.03233617
754	19.02498473
755	19.0110057
756	19.00376623
757	18.9942892
758	18.9884564
759	18.97816152
760	18.97111734
761	18.96508629
762	18.95910153
763	18.95381542
764	18.94623714
765	18.93722213
766	18.92441662
767	18.91372142
768	18.90459026
769	18.89017187
770	18.88187059
771	18.87021615
772	18.86518955
773	18.85630721
774	18.84606631
775	18.83057163
776	18.8281853
777	18.81647794
778	18.80772091
779	18.8004548
780	18.79161043
781	18.7830567
782	18.78260426
783	18.77250089
784	18.77042865
785	18.76281608
786	18.75320314
787	18.74591536
788	18.73578064
789	18.726413
790	18.71851335
791	18.71718359
792	18.71158997
793	18.70645088
794	18.70164679
795	18.6950414
796	18.68996838
797	18.682885
798	18.67457702
799	18.67255934
800	18.66217122
801	18.65461625
802	18.65108706
803	18.64727129
804	18.63885237
805	18.63351546
806	18.62451172
807	18.62015493
808	18.6132645
809	18.60740618
810	18.59331524
811	18.58622453
812	18.57699924
813	18.57140258
814	18.56454499
815	18.55641326
816	18.55218149
817	18.54508838
818	18.53004226
819	18.52014817
820	18.51457881
821	18.50837326
822	18.49628491
823	18.49075908
824	18.48403326
825	18.47619669
826	18.46805872
827	18.46273425
828	18.45241671
829	18.4482839
830	18.43921368
831	18.43210969
832	18.41520156
833	18.38956765
834	18.38096941
835	18.37452896
836	18.36536859
837	18.36116293
838	18.34653284
839	18.34090941
840	18.33246083
841	18.32665434
842	18.31876485
843	18.29569846
844	18.28499925
845	18.28134099
846	18.27687844
847	18.27320817
848	18.26420768
849	18.25848739
850	18.25343416
851	18.24037378
852	18.23743362
853	18.22872862
854	18.22218515
855	18.21026826
856	18.20068116
857	18.1902733
858	18.18344431
859	18.17958921
860	18.16559742
861	18.16026497
862	18.15356079
863	18.15006131
864	18.14804533
865	18.14534291
866	18.13614487
867	18.13573119
868	18.12605225
869	18.11203587
870	18.09984127
871	18.09707991
872	18.09189519
873	18.09137467
874	18.06882604
875	18.06270266
876	18.06000968
877	18.05017935
878	18.04607788
879	18.04252121
880	18.03576223
881	18.02585504
882	18.02280381
883	18.01693149
884	18.00724367
885	17.99103792
886	17.98639745
887	17.98139677
888	17.9610064
889	17.95587045
890	17.94769618
891	17.92934872
892	17.92487533
893	17.9128267
894	17.90637089
895	17.89209593
896	17.88609479
897	17.87667463
898	17.86989214
899	17.85712514
900	17.84639901
901	17.8356669
902	17.82768491
903	17.81997481
904	17.81014783
905	17.80441525
906	17.79806079
907	17.78774539
908	17.77662327
909	17.7712176
910	17.76658693
911	17.76085363
912	17.75143571
913	17.73784574
914	17.73428756
915	17.72713861
916	17.72039884
917	17.70899942
918	17.6996551
919	17.68795356
920	17.68268072
921	17.67167939
922	17.66357687
923	17.65663623
924	17.6491541
925	17.6406047
926	17.63458252
927	17.63016003
928	17.62616314
929	17.62021185
930	17.61204055
931	17.59939013
932	17.59472593
933	17.58585175
934	17.58006789
935	17.57141897
936	17.5682048
937	17.56001298
938	17.54807473
939	17.53369045
940	17.53019534
941	17.52427997
942	17.51787122
943	17.50870047
944	17.50301931
945	17.49513227
946	17.4883792
947	17.48077397
948	17.46296791
949	17.45731453
950	17.45251495
951	17.45161495
952	17.44066463
953	17.43440879
954	17.42811913
955	17.42203623
956	17.41441677
957	17.40395139
958	17.38684386
959	17.38664808
960	17.38039686
961	17.3789521
962	17.37308257
963	17.36815068
964	17.35886549
965	17.35375934
966	17.35245907
967	17.34632856
968	17.34261224
969	17.33297576
970	17.3285876
971	17.32823343
972	17.32276846
973	17.31101031
974	17.30214732
975	17.29558354
976	17.28568845
977	17.27619872
978	17.27602276
979	17.27255373
980	17.26940022
981	17.25945437
982	17.25928466
983	17.24798425
984	17.23715324
985	17.2165478
986	17.20864038
987	17.2007003
988	17.19050751
989	17.18644756
990	17.18182425
991	17.17478404
992	17.16737906
993	17.15882132
994	17.15172616
995	17.14251452
996	17.13426558
997	17.12868788
998	17.12042793
999	17.11442002
